chat_message,label
가랑이 사이로,6
이건 뭐 어떡하누,1
왜 박는거야 직슨데,2
너만 타면 바로 장대양봉!!!,6
삼성전기 살려주세요ㅜㅜ,5
시간낭비고,6
할수있다 역전가자,6
여기 방송 밴의 기준이 뭔가요,6
섹스섹스,0
키트,6
지금절대 안팔아~~~~~~!!!!!!!,6
엔저야...,6
어차피 망한거 더 망치고 욕이나 실컷 먹어라!!!!!!,2
170은?,6
끼끼몽,6
160가줘 제발..,5
무섭노무,5
지투 이겨라!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1,6
정몽규 나가!!!!,4
정몽규 하...,2
/홍명보 제거 썼는데 왜 제거 안되누,4
역시 삼성맨,6
에바임,6
진짜 차트 개미 유혹 오지네,6
{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:}{:wc_14:},6
노골임 ㅅㄱ,6
오케이 ㅋㅋㅋ,6
땅 명보 꼬올,4
염색 생방해요 ㅎㅎ,6
정몽규 홍명보 나가,4
흥민아 몇개말아먹어 ㅠㅠㅠ,3
앗싸! 한국 축구 망했다!!!나이스!!!!,3
단 몇시간 만에 ㄷㄷ,1
카네 엄살보소 ㅋㅋㅋ,6
삼성전기봐주세요ㅠㅠㅠㅠㅠㅠㅠㅠ,3
세엑스,0
룩삼 야호~,6
면도날 on,6
케인 정신차림,6
국장은 답이없다,2
지고있는데 침대를 ??,6
너 꼽이야?,2
유사 사칭 채널인줄 알았네,6
맛있겠다,6
형 어제 롱이라매요 ㅜㅜ,3
형 슈친직원들 괜찮아요?,6
어차피 망한거 더 망치고 욕이나 실컷 먹어라!!!!!!,2
안사고 배기냐고,6
..,3
시발,1
그어대,6
도란 스발,2
모든 걸 어제 오후랑 똑같이!~~,6
빨리줘 수발,6
트레이더의 슈카 ㄱㄱ,6
뭐이씨 속으면 안됨? ㅠㅠ,3
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
반도체의 대반격이 시작됐다,6
이제 1년동안 차트매매는 못할듯 레버리지떄문에 모든주식 일봉이 망가짐,6
형님 이 소리 감자탕 끓는 소리 같습니다,6
븅신들,4
고민중독지누,6
와 저건또 뭐야??? 차트봐라,1
..,3
오는데,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
저따구 차트 나오는 거 자체가 끝물이라는 증거임,6
노르웨이 승이라니까,6
수비 ㅅㅂ ㅋㅋㅋㅋㅋ,1
고만 보자,6
망함,5
저런...,1
겨드랑이 냄새 ;;;;;;;;;;;;,6
진짜 제발,5
3번은 뭔데 헤딩도 안되는 높이에 뛰냐,6
아.. ㅠㅠ 고민스.. 돈.. ㅠㅠ,5
그래 g2 조합이 한타 조합이라 모름 진짜.......,3
저걸 놓치다니,3
뒤져라 체이커,2
오 ㅏㅅㅂ,1
아리가땡쓰~,6
골 취 소 ㄷ ㄷ,6
미쳤다,1
염색을 같이 해용 ㅎㅎ,6
ㅈ됐네,3
왜 이렇게까지 밀어재끼는거야,1
다라이 살발하노,5
파울이네 ㅈㅈ,6
현대차는요?,6
쫄아서 바로 문닫음 ㅋㅋㅋㅋㅋㅋ,0
와씹,1
멤버 이름이 12임?,6
이게 못 이길 게임이 아닌데 하,3
시간 없어 일단 티,6
찝,5
그딴거 분석하지좀 마여,6
미쳤네 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
사야한다,6
ㅠㅠㅠㅠㅠㅠ,3
소리 넘 커요잇,6
핫하다 핫해,6
섹스,0
전술이 없는데 어떻게 이기냐,2
말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야말 하는 거 참 맘에듬 !! 형 최고야,6
그건 그럼,6
이게 음지의 맛이야,6
몇명인데ㅅㅂㅋㅋㅋㅋㅋ,1
결국 지는구나 ㅋㅋㅋ,3
쫋?,6
무섭다.. 난 안되겠다..,5
홀란만보냐 내가 때린다,6
티원 개못한다 ㅋㅋ,4
졌잘싸,6
멐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
키갈중,6
나빠다ㅠㅠ,3
위인가,6
망해가는 사장님은 임마,6
내가 먼저 좋아했는데,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅈ댓다 물뭔데 이거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
조용히 침몰중,6
진짜 우리나라 왜 자살율 1위인지 댓글 수준 보인다 진짜 우리나라 왜 자살율 1위인지 댓글 수준 보인다 진짜 우리나라 왜 자살율 1위인지 댓글 수준 보인다,6
맑은고딕,6
쓰레기=쓰레기,6
족음공포 치트엔진,6
/진짜_s//문열어_s/,6
친구가 관심도 안주는데,6
진석군 카에네상 소리가 작아요,6
챱챱챱,6
이걸살아?,1
미쳤네,1
그건 진짜 나가야지,6
하닉분봉 ㄱㄱ,6
홀리쉿,6
와 이게 바로 들어가네,1
나빠다ㅠㅠ,3
{:d_1:}이거시 홍명보 호 인가,5
보합이 베스트??ㄷㄷㄷㄷ,6
노파울 케인엄살이지 해설은 멀보노,6
가즈아,6
닉스 컨콜에 내리는건 당연,6
개놀래라,1
징그럽다 차트가,4
잘하네...,3
와?,1
난 못먹었을뿐이고....,3
우굴우굴,6
침대엔딩,6
대한ㅁ;ㄴ구 개병신년들아ㅜ,4
드루와 ~~~ 드루와~~~ 얼른 드루와~~~,6
슈카님 켜니까 오르는데,6
엥....,6
슨ㅋㅋㅋㅋㅋㅋㅋㅋ,0
가짜 일본인도 있음?,6
진짜 홍명보 쳐 나가라,4
도대체 어디까지 내려가요 ..ㅠ,3
나빠자ㅠㅠ,3
노래 한소덜 ㄱ ㄱ,6
모찌양..,6
베스트라니 ㅋㅋㅋㅋ,6
므하니.,3
하나도 못뚫고 시발 뒤로만 보내고,4
아니 이거보고 안사요? 야수의 심장 필요합니다,6
설레는 반존대...,6
맙소사..,1
이방은 ㅇㅅㅇ 하는사람 없어서 좋네 ㅎㅎ,6
닉스 너무 쌈 ㅠ,3
베인 이즈,6
조현우 넣어라 ㅅㅂㅂㅂ,2
한국말을 제일잘하는 일본인,6
먼닉님,6
지금이야 빨리타,6
와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
좀비돼썩 ㅠㅠ,3
{:d_46:}{:d_46:}{:d_46:}{:d_46:}{:d_46:}{:d_46:}{:d_46:},6
/제거,6
진짜 그 얼굴 나오니.먹히냐,4
그거순,6
눈좀 크게떠라,6
라잌미 라잌미~~,6
아~~~~~~~~,6
윤가상 ㅎㅎㅎ,6
이게 바로 국장이다~~~~~~,6
킹우의 수 가자,6
노르웨이 우승가자!!!!!!!!,6
160가줘 제발..,5
지리노,1
이혼이 터졌죠,6
퓨정 ㄷㄷ,1
그 유품을 하나 신사에서 방울얻기 하나 핸드폰 그리고 그 방에 유품이 하나 더 있었어욤,6
ㅋㅋㅋㅋㅋㅋ명보한테 뭘바라노,4
ㅋㅋㅋㅋㅋㄲ,0
삼성전기 학폭에 음주운전 뺑소니까지 터짐,6
사르,6
세금 ㅅㅂ,4
낼부터 개미사면 외인또도망감,6
전술이 있어야 뭐를 하지,4
박지성투입하자,6
윤가상,6
3번아까부테 개난리치더만 이꼬라지 날줄알았음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
난 못먹었을뿐이고....,3
어른의 사정 ㅠㅜㅠㅠㅠ,3
슈카 안하면 오른다 굿,6
본주도 ㅋㅋ,6
넋이 나갔네...,1
살려주라',6
ㅋㅋㅋㅋ 지리긴하네,1
넵,6
/조졌다,5
븅신들,4
슈퍼에?,6
난가? 난?가?,6
띵보야 짐싸라..ㅋ,4
파울이구만,6
형 유인해서 따돌리자 그 방법밖에 없어,6
진짜 제발,5
온다,5
가둔거야?,6
치트엔진으로 아이템 가져와요ㅎㅎ,6
쪽팔린다 ㅡㅡ,2
삼성전기 살려주세요,5
이강인 손흥민을 전혀 못씀 홍명보 ㅋㅋㅋㅋ 뻥축구,4
어어 빠진다,5
디코소리좀 키우자,6
박살나는 중,3
죄송해요 케인님 ㅠㅠㅠㅠㅠㅠㅠㅠ,5
슈팅 지리네,1
그냥 개 처웃기노? ㅋㅋㅋ,4
와 먼데 ㅋㅋㅋㅋㅋㅋ,1
슈카형 삼성전기 봐봐,6
내일은 짝,6
개빡쳣나본데?,6
저걸 놓치다니,3
용감하게 좀 해봐라,6
피곤피곰,6
여기 사람 깔려있어요;;;;;; 밀지마시라고요!!!!!!!!!!!!!!!!!!!!!!!!,6
rp같은데...,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
여자는 안돼요,6
kfc 뭐지요,6
알려줘요~,6
애니비아나 쳐물지,2
{:lck_4:}{:lck_4:}{:lck_4:}{:lck_4:}{:lck_4:}{:lck_4:}{:lck_4:},6
ㅠㅠㅠㅠㅠ,3
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
아시`ㄳ팔진짜,2
아오 홍명보야 이게 축구냐? 진짜 접어라 정몽규 개새야 넌 현대아웃이다,4
ㄷㄹ,6
ㅋㅑ,6
물도 못타겠어ㅠㅠㅠㅠ,3
ㅔㅔㅔㅐㅐ,6
대한민국 제거,4
소리넘자가여,6
앞에잇다,5
시발 홍명보,4
그게 128에서 오른거라능,6
오늘 배팅하면 오링난다. 피똥싸고 싶냐?,6
티원 개못한다 ㅋㅋ,4
골 ㅅㅅ,0
밑으로 뺒;ㅣ,6
계좌동결?,6
어지럽다,2
땅봉 한번씩~,6
지금가자,6
바닥 알려줘여,6
박살나는 중,3
살려주세요ㅕㅕㅕㅕㅕㅕㅕㅕㅕ,5
무서워요,5
저희가왜요???????,2
ㄷㄷ진격거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
영혼의 풀배팅간다,6
아오 꼽등이,4
국장은 답이없다,2
이제 좀 재미있어지노,6
양봉까지 매수하라,6
접자..,3
밑에 접시 두 개 다 있는데용,6
살려줘 제발 ㅠㅠ,5
"삼전 22, 하닉 120에 드가자",6
/채텡 제거,6
전기는 떨어질만해,6
부정탓따 그때 몽규 ㅅㅂㅅㅂㅅㅂㅅ,4
ㅁㅊ 대박,1
row!!!!!!!,6
갑자기 보기싫네,4
낚시바늘이었다,6
세금 ㅅㅂ,4
드가자잇,6
하.. 이게 뭐라고 ㅠㅠ,5
넣을 떄 넣었어야지 어휴,2
아니 여기서 홀딩해야하지않음?,6
시간이 애매하네요ㅠㅠㅠ,3
원,6
이게 무슨 계단식 하락임 절벽식 하락이지ㅜㅜ,3
힘들었다구여ㅠ,3
황지고등학교 2학년 5반 김재한 조용히 해라황지고등학교 2학년 5반 김재한 조용히 해라황지고등학교 2학년 5반 김재한 조용히 해라,6
비명 질러보자 테스트 ㄱㄱ,6
나랑 비슷한자리서 속으셨네,6
에이 이게,6
이게 뭔가요,1
멘탈털리고,3
저희 핸드폰,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ3:0가자,2
홍명보 전격 경질,4
사무게당,6
데셍헥ㅋㅋㅋ,6
정몽규 나오자마자 골먹히누,6
살벌하다 sk ee,5
전형적인 계단식 하락,6
어제 10% 올려주셨으니,6
그.냥 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
명보 제거,6
화장실ㄷㄷ,1
명보야 이래도 3백이야!!!,2
헤헤 오늘도 방송하네,6
이런 애들이 현실에서 정상인인척하는거냐? ㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
그랬으면 바로 스포얘기하면서 게임종료,6
실종으로 끝,6
스 엑 스,0
개미투심 박살났어....ㅠ,3
억,6
오너가 왜 박은거고,1
"또사 또사 또사 오늘장 ""도로아미타불 "" ~",6
왜 백정 도구 새끼들이 자아를 가지냐\,6
1. 중요하네요,6
요즘 별로 안주저하지 않음?,6
맙소사..,1
진짜 이승우를 왜 안데리고 가는건지..,4
어떻게 달려오는애를 아무도 마크를 안하냐,2
😄😄🤣🤣🤣🤣🤣🤣🤣🤣,6
개미들이 다던져,6
왜 하닉 사서 하...,6
님물고,6
진짜 개몬하넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋ,0
역시 자네야,6
파악한 나,6
아니 도란 점멸 왜 째다가 이상하게 쓴 거야?,2
백인 승!,6
아이템이 뭉탱이로 필요하데욧,6
없네,6
{:d_120:}{:d_120:},3
와 ㅋㅋㅋㅋㅋㅋㅋ,0
누가 먹지말라했냐,6
언제팔어!!!?!,5
아 페이커 얄미로워!!!!!!!!!!!!!!!!!,2
와 ㅋㅋㅋ,1
ㅆㅂ,4
괴물 야호~,6
ㅇㅇㅇㅇㅇㅇ,6
한강물 따뜻해요?,2
니혼진데스까,6
그렇다면! 나도 주식해볼까나,6
던질려고,6
엄청 기다렷어요 불안해서요,5
도란 스발,2
이사람은 결혼했는데요?,6
천천히해도되요,6
고지대 일찍 가서 적응보다 오늘온 체코가 더 잘한다??????????????????????????????????????????????,1
헤딩 하나는ㅋㅋㅋㅋㅋㅋ,1
막내야 또속냐,6
홍명보 나가!,4
ㅠㅠㅠㅠㅠ,3
현직?,6
다이빙 카드줘라,6
학폭이슈 ㄷㄷ,1
ㅁㅊ ㅋㅋㅋ,1
가가마게 가자,6
본주 수급이 안쌓이는데 어떻게 올라요 ㅋㅋㅋㅋ 레버리지에만 거래가 쌓이니,6
드가재ㅐㅐㅐ,6
살려주세요 !!!!!!!!!!!!!!!!!!!!!,5
아오 꼽샘,4
이제 말해도 되지 않나요,6
조현우 넣어라 ㅅㅂㅂㅂ,2
이야 골 예술이노,1
진짜 개 무섭네 홀란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
와 지린다 뭐임???,1
오호..오른다,6
구버지....,3
역겹다 저 여자 심장 아니야..,4
대 브 붕,6
국장 졸업ㅊㅊ,6
석재야 또속냐?!!!,6
진짜 ㅈㄴ 못하네,2
아 좀 심한거 나오겠네,4
두번죽임ㅠㅠ,3
들어가야지 !!!! 들어가야지 !!!! 들어가야지 !!!!,0
무서워요 안아줘요ㅜㅜㅜㅜ,3
알벨로 티셔츠,6
어차피 망한거 더 망치고 욕이나 실컷 먹어라!!!!!!,2
잘하네...,3
살려줘~~~,5
죠짐,5
확률적으로다가 접근해야지~~~너는 그렇게 감으로 거냐!,6
세트피스는 저쪽이 더 잘 준비했네 ㅋㅋㅋ,2
아 즌나 우울함..,3
밴유도 나빠다 ㅠㅠㅠ,3
걍져라 !~!~~~~~~~~~~~~~~~,2
프리미어볼을,6
왼쪽 라인이 ㅄ인데,4
홍명보와 정몽규가 넣은거지,4
졈마 왜  저러고 있음ㅋㅋㅋㅋㅋ,1
뭉서워요 ㅠㅠ,5
티비? 링?,6
무서워요 안아줘요ㅜㅜㅜㅜ,3
살려줘요ㅠ,5
아우ㅜㅜㅜㅜㅜ,3
웃음이 안 나오내여 ㅋㅋㅋ,6
키퍼는 왜 펀칭 안하고 가만보고잇냐,2
아 레토르토,6
ㅈㄴ 못하네 버러지들,2
이런거 첨보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
푸키몬퀴주,6
시발,1
태석이 빼라,4
목소리가 작아요,6
자리 말도 안되는데 좀 무서운 자리기도함 ㅜㅜ...,5
비왔짘ㅋㅋ,6
힛 속았지 하며 낚시질하며 오를락 하다 내리는거라니까 그러네,6
진짜 못한다,4
스로인으로 쳐먹는거 진짜 웃기네,4
차트가 말을 걸어와..,5
쓰으으으읍,6
아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ아 공찼네 골이다 ㅠ,6
이제 망한건가요,5
대박이노,1
살려주세요 !!!!!!!!!!!!!!!!!!!!!,5
오너 진짜 ㅋㅋㅋㅋ,4
거기 때 잘탄다,6
니니 꼬셔,6
대한민국 멕시코 3경기 다 이겨서 미국 경기도 가즈아~ 국가 대표 선수들 화이팅! 파이팅!,0
오늘 레버리지 인버스 다 죽은날 입니다,6
세레머니 왤케 조용하냐,6
오늘 시장 어제보단 나쁘지않은데,6
나요,6
오늘 근데 다 개인 패닉셀이었어……,6
5개 다 모아야 하는거임? 세상에,6
케인 무관력,6
형 분봉 지금이야!!!!!!!!!!!!!!!,1
ㅈ댓다,5
싸우자,6
하.............,5
물대신 뭘 마시고 온거야,6
{:d_81:},6
어떻게 달려오는애를 아무도 마크를 안하냐,2
태초마을 ㅋ,6
우리 조카 리센느,6
하닉 130은 아니잖아 ㅜ ㅜ,3
매수 안햇네,6
{:wc_10:}{:wc_10:}{:wc_10:}{:wc_10:},6
"금 한국 반도체 주식이 빠지는것이 백악관 개입설, 빅테크와의 헤게모니 싸움 등이 회자되는데 신빙성이 있는 얘기인ㅂ지..",6
누군지 다 까먹음,6
쫄아서 바로 문닫음 ㅋㅋㅋㅋㅋㅋ,0
ㅁㄴㅇㄹ,6
다라이 살벌하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
똥칸에서 뛰지마세요 변기 무너집니다,6
원래 이런방임,6
배드엔딩 : 토가시가 허리 디스크로 연재 못함,6
왼발로 파포스트 크로슛 지려따,6
갓 겜,6
유기농 pptㄷㄷ,6
잘못잡으면 죽음,6
홍타쿠 ㄷㄷ,1
한강물 따뜻해요?,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
와 ㅋㅋㅋㅋ,0
존잘,6
말하면 스포밴이자나요 ㅠㅠ,5
보합이 베스트?,6
대한민국 제거,4
공물용 아닐까요,6
형 어제 롱이라매요 ㅜㅜ,3
저희는 진엔딭 보고싶어요 ㅎㅎ,6
와ㄷㄷㄷㄷㄷㄷㄷㄷ,1
아르헨은 매수한거고,6
어지럽다,2
티원 폼이 안좋네..,3
좌파 = 사회의 악,6
개미털기 멈춰,6
지금 인버스가 삼전 닉스 둘다 때리긴 힘들어서 닉스에 집중포화중,6
아니 수비 안 하냐고,2
ㅈㄴ무섭네,5
개뽀록골ㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
개처안일하네,2
개어리네,6
시점이.. 크흠..,6
ㅈ됐네,3
{:wc_6:}{:wc_6:}{:wc_6:}{:wc_6:}{:wc_6:}{:wc_6:}{:wc_6:}{:wc_6:}{:wc_6:}{:wc_6:},6
비상!!,5
개처안일하네,2
크로스가 골됐니,6
5퍼에서 러그풀 당한 애들 많을 것 같은데,6
으악 ㅅㅂ,4
스로인으로 쳐먹는거 진짜 웃기네,4
강인이 혼자 잘하누,6
조졌네...,5
경우에수,6
어캐 넣냐,1
와 레전드 ㅋㅋ,1
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
와.. ㄷㄷㄷ 맙소사,1
태초맨,6
쌋다나,6
국장시즌종료,6
살려주세요ㅕㅕㅕㅕㅕㅕㅕㅕㅕ,5
30프로 ㄷㄷ,1
노르웨이 미쳤다 진짜 와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
잉글랜드 매1수 준비중 ㅋㅋ,6
사밯ㄹ,1
장난하냐,2
살벌하다 sk ee,5
학폭이슈 ㄷㄷ,1
저거 눈 아님?,6
아직 바닥 아님 ㅜㅜ,5
제발ㅜㅜㅜㅜㅜㅜㅜ,3
정몽규보여주자마자 골쳐먹혔네 에휴 짐싸라 그냥,4
노르웨이 골지리노,1
똥칸 무적,6
임종전입니다 ㅠㅠ,3
어케했음?,6
비상ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,5
왜 아무도 안 붙어,4
와 눈 ㅅㅂㅋㅋㅋㅋ,1
몽규제거,6
그냥 너무 답답해,2
아무도안막네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
멋지노,6
개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다개못한다,4
슈카님 하닉270까진 언제올까요? ㅠㅜㅜㅜㅜㅜㅜㅜㅜ,5
레버리지로 인생역전,6
골 인정 ㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
소리 ㄷㄷ,1
차트도 졸라 싸가지 없어,6
아우 ㅠㅠ,3
그가 샀습니다..,6
아빠 우리 남편이 신용미수 썼었대요. ㅠㅠㅠ 우리의 소중한씨드 4천이 사라지뮤ㅠㅠㅠ,3
전기에 죽어가고 있어요.,6
한화,6
삼전 개미 싹털림,6
영도 하루 미뤄요,6
닉스지금저점인듯,6
다라이 ㄷㄷ,1
토론회 보다가 도저히 못보겠어서 왔습니다 ㅋㅋㅋ어휴,4
ㄴㄴ 남자의 욕구를 말하는것만 제한된거임,6
셰도르프 어직도 은퇴 안했냐 셰도르프 어직도 은퇴 안했냐 셰도르프 어직도 은퇴 안했냐 셰도르프 어직도 은퇴 안했냐 셰도르프 어직도 은퇴 안했냐 셰도르프 어직도 은퇴 안했냐,6
넣을 떄 넣었어야지 어휴,2
멀바 십룐아,6
몰라유,6
와...,1
제발 이겨라 좀,6
개못하네,2
계단이 너무 길어여!!!!!!!!!!!!!!,6
그 게임 4D 지원되는 거라서 모니터에 라이터 지지면 불이 켜져요,6
ㅈㄴ웃기네 ㅋㅋ,0
잘하는애가없는데 어캐 이기나요?,6
티~원~,6
체코 승,6
아 실루엣ㅋㅋ,6
나 빠다ㅠㅠ,3
정면한타는 힘들구나,6
교체도안하고 대체 뭔생각이냐? 집중력다떨어져있는거보이지도않나,2
도배하지마 짱ㄲ들아,2
일본을 이긴팀을 이긴팀?,6
카에데상은왜,6
엔ㅋㅋㅋ,6
KFC,6
외노자를 모셨어,6
장투는 진짜 답이없네 ㅋㅋ,2
나죽어,5
모찌줄게 카에데,6
스로윙해서 헤딩슛 ㅋㅋㅋㅋ,6
두번죽임ㅠㅠ,3
안졸려요? 식곤증……..,6
말하면 스포밴이자나요 ㅠㅠ,5
비왔어? 사인받아야지,6
{:d_50:}{:d_50:}{:d_42:}{:d_46:}{:d_46:}{:d_46:}{:d_46:},6
자신감 맥스치,6
하닉ㅋㅋㅋㅋㅋㅋㅋ,0
애는 착해요ㅋㅋ,6
킹단식,6
이걸 참아?,6
뭉서워요 ㅠㅠ,5
밥 잘넘어 가던데요 ㅋㅋㅋ,0
박살나는중,2
보유종목이야?,6
그래두 괜차너 시간 아직 잇어,6
일본,6
와!!!!!!!!!!!!!!!!! ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
나라 망하지 않고서야 이럴수가 있나,6
{:d_36:}{:d_36:}{:d_36:}{:d_36:}{:d_36:}{:d_36:}{:d_36:}{:d_36:}{:d_36:}{:d_36:},6
손흥민 쳐나가라 ㅋㅋ,4
환불해줘~,4
삼전 컨퍼런스 콜로 올랐다가 내려감,6
ㅇ석,6
이런거만 하는데요,6
포대장 ㄷㄷ,1
살려줘~~~,5
홀란 미쳤네,6
푸스카스급 골 ㄷㄷㄷㄷ,1
멋있죠??,6
돌려돌려,6
ㄷㄷㄷ 엇박나면 바로 한강각인데,1
와 먼데 ㅋㅋㅋㅋㅋㅋ,1
제발 펩트론 한번만 봐주세요 형님 고등학교 후배입니다 제발 제발제발 제발제발 제발제발 제발제발 제발제발 제발제발 제발제발 제발제발 제발,6
거기서 태어난,6
대한ㅁ;ㄴ구 개병신년들아ㅜ,4
찝찝...,5
진짜 떠나야 되는건가,6
반칙아닌거 같은데,6
살려줘요ㅠ,5
사요 ? 사요 ?,6
애미뒤졌나,2
지금부터 움직이는 사람 범인이야!!!!!!!!!,6
와 점프력봐라,6
살려줘요!!!,5
내조카원이,6
야이ㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣ,2
어그러내ㅔ,6
옥중에서?는 나가라,6
실화냐??????????????????????,1
와 레전드 ㅋㅋ,1
1시야,6
아 페이커 얄미로워!!!!!!!!!!!!!!!!!,2
일단 VAR 보겠네,6
왜 박는거야 직슨데,2
스로인으로 쳐먹는거 진짜 웃기네,4
무슨 고지대 적응했다는 애들이 ㅋㅋㅋ 적응 못한애들보다 못 뛰냐,2
소외시키네,6
이렇게된거 빨리 집에가자,6
천박해!!!!!!,6
가야지!!!!!,6
소리 인식한다 이거 개빡이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
뒤에 2명 멍때리노,2
삼전 오늘만 단타 5번 함,6
ㅎ ㅏ 백패스 그만좀 하라고!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2
잉글랜드 침몰 ㅡㅡㅡㅡㅡㅡㅡㅡ,6
{:d_237:}{:mlb_27:}{:mlb_35:}{:mlb_12:},6
하닋익절,6
3패ㅅㅅ,6
계란찜알림기없나,6
홍명보 ㅠ.ㅠ,4
이게 대한민국 2황 주식 차트라고??,6
너무 무서워용 ㅠㅠ,5
쌀먹잇?,6
"하닉 600,000",6
주식하라고 추천한 사람들 뭐냐,6
베인딜하는데,6
꼴취 해라 파울 먼저 확인해야지꼴취 해라 파울 먼저 확인해야지꼴취 해라 파울 먼저 확인해야지꼴취 해라 파울 먼저 확인해야지,6
10프로 내리면 사,6
대 명 보 컄ㅋㅋㅋㅋㅋㅋ,6
비상ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,5
시발 홍명보,4
1인기업..,6
새벽에 미장보고 들어가 좀 주무시긴 했어요???? 몸 먼저 챙기시길……,6
잠깐 올아왔었음,6
여자는 무서워 ㅠㅠ,5
